noseX,noseY,left_eyeX,left_eyeY,right_eyeX,right_eyeY,left_earX,left_earY,right_earX,right_earY,left_shoulderX,left_shoulderY,right_shoulderX,right_shoulderY,left_elbowX,left_elbowY,right_elbowX,right_elbowY,left_wristX,left_wristY,right_wristX,right_wristY,left_hipX,left_hipY,right_hipX,right_hipY,left_kneeX,left_kneeY,right_kneeX,right_kneeY,left_ankleX,left_ankleY,right_ankleX,right_ankleY,neckX,neckY
0.47153687477111816,0.2688113749027252,0.4908887445926666,0.2420116811990738,0.4488677382469177,0.24484039843082428,0.5220027565956116,0.26350584626197815,0.41954872012138367,0.27140286564826965,0.5704266428947449,0.4337896704673767,0.37223073840141296,0.4364030361175537,0.6604604721069336,0.6084295511245728,0.2874844968318939,0.6200494766235352,0.6966449618339539,0.5302396416664124,0.2756434381008148,0.5168809294700623,0.5371894240379333,0.8127993941307068,0.40814608335494995,0.8273621201515198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472538560628891,0.4334317743778229
0.4789292812347412,0.25635388493537903,0.5000947117805481,0.2316284477710724,0.45682263374328613,0.23420026898384094,0.5302688479423523,0.26601970195770264,0.427730530500412,0.2723314166069031,0.5727745294570923,0.4353673458099365,0.378266304731369,0.43491649627685547,0.6609404683113098,0.5684753060340881,0.29818207025527954,0.5946861505508423,0.7205404043197632,0.538796067237854,0.2616672217845917,0.5328211188316345,0.5371137857437134,0.8151814341545105,0.40703195333480835,0.8184534907341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4747268259525299,0.43378451466560364
0.47153836488723755,0.2523849606513977,0.49198517203330994,0.22860559821128845,0.4498874843120575,0.23198971152305603,0.5242006778717041,0.26299017667770386,0.42288798093795776,0.2699614465236664,0.568906307220459,0.43533629179000854,0.37143000960350037,0.43836262822151184,0.6575862765312195,0.5826469659805298,0.2862185835838318,0.6113788485527039,0.7076500058174133,0.5350914001464844,0.26049014925956726,0.5233079195022583,0.5362452268600464,0.8175252676010132,0.40474480390548706,0.8286238312721252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47023913264274597,0.4356488585472107
0.46564212441444397,0.2512103021144867,0.48596882820129395,0.22505879402160645,0.4433721601963043,0.23094139993190765,0.5197363495826721,0.2535082697868347,0.4168832004070282,0.2671850323677063,0.5717715620994568,0.43207570910453796,0.3707565367221832,0.43527522683143616,0.6583870649337769,0.6066282391548157,0.2806149125099182,0.6149573922157288,0.6783609390258789,0.5149699449539185,0.2677852213382721,0.5028475522994995,0.5356480479240417,0.8139122128486633,0.4059261381626129,0.8167723417282104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715133607387543,0.43192359805107117
0.4661474823951721,0.2518940567970276,0.48640909790992737,0.22514213621616364,0.44359496235847473,0.23100027441978455,0.520778238773346,0.2552100121974945,0.41664382815361023,0.26615801453590393,0.5719537138938904,0.4317486584186554,0.36987948417663574,0.43429678678512573,0.6551955938339233,0.6213425397872925,0.2832569181919098,0.6267181634902954,0.6617397665977478,0.5184393525123596,0.28331342339515686,0.4906804859638214,0.534809947013855,0.8269548416137695,0.40388062596321106,0.8302044868469238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4700426757335663,0.43159428238868713
0.4664437770843506,0.25035104155540466,0.4865725338459015,0.22346924245357513,0.4448772370815277,0.22949235141277313,0.5226110816001892,0.2523716986179352,0.42016157507896423,0.26506245136260986,0.5770882964134216,0.4262201189994812,0.37743493914604187,0.43582242727279663,0.6340276598930359,0.6546401977539062,0.29911136627197266,0.6493508219718933,0.6303930282592773,0.5544435977935791,0.30092740058898926,0.49059367179870605,0.5421677231788635,0.843600332736969,0.40802818536758423,0.8490486145019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47607749700546265,0.4304024577140808
0.4714450240135193,0.24489249289035797,0.49144211411476135,0.2213224470615387,0.4509350657463074,0.22444836795330048,0.5234734416007996,0.254671186208725,0.4240119457244873,0.2611950933933258,0.5770418047904968,0.4281955659389496,0.37272021174430847,0.4360394775867462,0.6323289275169373,0.6564659476280212,0.3075292408466339,0.6669737100601196,0.6238001585006714,0.5516323447227478,0.3171340525150299,0.5109316110610962,0.5429508090019226,0.8438009023666382,0.41087961196899414,0.8478987812995911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475401371717453,0.43061184883117676
0.4701871871948242,0.2416154146194458,0.4915756583213806,0.2197469025850296,0.4499939978122711,0.2216060906648636,0.5223602652549744,0.2543184459209442,0.42204999923706055,0.2581309378147125,0.5722890496253967,0.431509405374527,0.3721391558647156,0.43217262625694275,0.6558303236961365,0.6216220855712891,0.29044342041015625,0.6302476525306702,0.6768826246261597,0.5320597887039185,0.2905767560005188,0.4964997172355652,0.5383668541908264,0.8159424066543579,0.40964460372924805,0.830670177936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47285932302474976,0.4305846691131592
0.46240419149398804,0.2356218546628952,0.4858175814151764,0.21247710287570953,0.44140714406967163,0.21534334123134613,0.5197077393531799,0.24689416587352753,0.41643214225769043,0.2528134286403656,0.5681785345077515,0.4304494857788086,0.36538413166999817,0.4335506856441498,0.6534537672996521,0.589347243309021,0.28776243329048157,0.6115291714668274,0.694669783115387,0.5606880784034729,0.25563496351242065,0.5428110957145691,0.5322604179382324,0.8279786109924316,0.4018288254737854,0.8291937112808228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46855980157852173,0.4306488037109375
0.457188218832016,0.2315286248922348,0.4787066876888275,0.2061099112033844,0.43496185541152954,0.20976971089839935,0.5133864879608154,0.23697391152381897,0.40977612137794495,0.24707984924316406,0.5609946846961975,0.4242444634437561,0.35716328024864197,0.43236568570137024,0.6526598930358887,0.5751981735229492,0.2880888879299164,0.5986032485961914,0.7006838917732239,0.5780795812606812,0.24520502984523773,0.5752308964729309,0.5282264947891235,0.8340549468994141,0.3976253867149353,0.8327897787094116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46114739775657654,0.42646512389183044
